country,director,genre,name,score,star,writer,success
USA,Lee Harry,Horror,"Silent Night, Deadly Night 2",3.5,Eric Freeman,Michael Hickey,Flop
USA,Tom McLoughlin,Comedy,Date with an Angel,5.8,Phoebe Cates,Tom McLoughlin,Flop
USA,Alex Cox,Biography,Walker,6.6,Ed Harris,Rudy Wurlitzer,Average
USA,Larry Cohen,Adventure,Deadly Illusion,4.7,Billy Dee Williams,Larry Cohen,Flop
USA,Roger Young,Action,The Squeeze,4.6,Michael Keaton,Daniel Taplitz,Flop
USA,Peter R. Hunt,Action,Assassination,5.1,Charles Bronson,Richard Sale,Flop
USA,David DeCoteau,Horror,Creepozoids,3.5,Linnea Quigley,Dave Eisenstark,Flop
USA,Abel Ferrara,Crime,China Girl,6.1,James Russo,Nicholas St. John,Average
USA,Robert Benton,Comedy,Nadine,5.5,Jeff Bridges,Robert Benton,Flop
USA,Arthur Penn,Drama,Dead of Winter,6.3,Mary Steenburgen,Marc Shmuger,Average
USA,Paul Newman,Drama,The Glass Menagerie,7.2,Joanne Woodward,Tennessee Williams,Hit
USA,Jeff Burr,Action,From a Whisper to a Scream,6,Vincent Price,C. Courtney Joyner,Average
USA,Frank Perry,Comedy,Hello Again,5.1,Shelley Long,Susan Isaacs,Flop
USA,Melvin Frank,Comedy,Walk Like a Man,4.6,Christopher Lloyd,Robert Klane,Flop
USA,Norman Mailer,Comedy,Tough Guys Don't Dance,4.8,Ryan O'Neal,Norman Mailer,Flop
USA,Michael Schultz,Comedy,Disorderlies,4.8,Darren Robinson,Mark Feldberg,Flop
USA,Bill Condon,Drama,"Sister, Sister",5.5,Eric Stoltz,Bill Condon,Flop
USA,Susan Seidelman,Comedy,Making Mr. Right,5.3,John Malkovich,Floyd Byars,Flop
USA,Rick Rosenthal,Drama,Russkies,5.6,Whip Hubley,Sheldon Lettich,Flop
USA,Jerry Belson,Comedy,Surrender,5.4,Sally Field,Jerry Belson,Flop
USA,Bill Forsyth,Comedy,Housekeeping,7.3,Christine Lahti,Marilynne Robinson,Hit
USA,Douglas Grossman,Crime,Hell High,5,Maureen Mooney,Leo Evans,Flop
USA,Bob Clark,Comedy,From the Hip,6.2,Judd Nelson,Bob Clark,Average
USA,Armyan Bernstein,Comedy,Cross My Heart,5.7,Martin Short,Armyan Bernstein,Flop
USA,Robert Mandel,Adventure,Big Shots,5.6,Ricky Busker,Joe Eszterhas,Flop
USA,Michael Apted,Comedy,Critical Condition,5.2,Richard Pryor,Denis Hamill,Flop
USA,Fred Olen Ray,Action,Cyclone,4.4,Heather Thomas,Paul Garson,Flop
USA,Paul Aaron,Comedy,Morgan Stewart's Coming Home,5.4,Jon Cryer,Ken Hixon,Flop
USA,Dorothy Ann Puzo,Action,Cold Steel,4.5,Brad Davis,Lisa M. Hansen,Flop
USA,Ron Link,Comedy,Zombie High,4.2,Virginia Madsen,Tim Doyle,Flop
USA,Charlie Loventhal,Comedy,My Demon Lover,4.6,Scott Valentine,Leslie Ray,Flop
USA,David Irving,Fantasy,Rumpelstiltskin,5.4,Amy Irving,Jacob Grimm,Flop
USA,Lee H. Katzin,Action,World Gone Wild,5.2,Bruce Dern,Jorge Zamacona,Flop
USA,Peter Manoogian,Action,Enemy Territory,6.5,Gary Frank,Stuart Kaminsky,Average
USA,John D. Hancock,Drama,Weeds,6,Nick Nolte,Dorothy Tristan,Average
USA,Jerry London,Action,Rent-a-Cop,4.3,Burt Reynolds,Michael Blodgett,Flop
USA,Terry Leonard,Action,Death Before Dishonor,4.9,Fred Dryer,John Gatliff,Flop
USA,Rick King,Thriller,The Killing Time,5.4,Beau Bridges,Don Bohlinger,Flop
USA,Burt Kennedy,Action,The Trouble with Spies,4,Donald Sutherland,Burt Kennedy,Flop
USA,Joe Camp,Adventure,Benji the Hunted,6.3,Red Steagall,Joe Camp,Average
USA,Fred Walton,Crime,The Rosary Murders,5.7,Donald Sutherland,William X. Kienzle,Flop
USA,Jonathan Demme,Comedy,Swimming to Cambodia,7.8,Spalding Gray,Spalding Gray,Hit
USA,Jamaa Fanaka,Comedy,Penitentiary III,3.7,Leon Isaac Kennedy,Jamaa Fanaka,Flop
USA,Robert Boris,Action,Steele Justice,4.8,Sela Ward,Robert Boris,Flop
USA,Robert Altman,Comedy,Beyond Therapy,4.7,Julie Hagerty,Christopher Durang,Flop
USA,Tim Burton,Comedy,Beetlejuice,7.5,Alec Baldwin,Michael McDowell,Hit
USA,John Landis,Comedy,Coming to America,7,Eddie Murphy,Eddie Murphy,Hit
USA,Tom Holland,Horror,Child's Play,6.6,Catherine Hicks,Don Mancini,Average
USA,John McTiernan,Action,Die Hard,8.2,Bruce Willis,Roderick Thorp,Hit
USA,Ron Howard,Action,Willow,7.3,Val Kilmer,George Lucas,Hit
USA,Michael Lehmann,Comedy,Heathers,7.3,Winona Ryder,Daniel Waters,Hit
USA,Barry Levinson,Drama,Rain Man,8,Dustin Hoffman,Barry Morrow,Hit
USA,John Carpenter,Action,They Live,7.3,Roddy Piper,Ray Nelson,Hit
USA,Robert Zemeckis,Animation,Who Framed Roger Rabbit,7.7,Bob Hoskins,Gary K. Wolf,Hit
USA,Penny Marshall,Comedy,Big,7.3,Tom Hanks,Gary Ross,Hit
USA,Roger Donaldson,Comedy,Cocktail,5.8,Tom Cruise,Heywood Gould,Flop
USA,Chuck Russell,Horror,The Blob,6.4,Shawnee Smith,Theodore Simonson,Average
USA,Stan Winston,Fantasy,Pumpkinhead,6.2,Lance Henriksen,Ed Justin,Average
USA,Stephen Chiodo,Comedy,Killer Klowns from Outer Space,6.1,Grant Cramer,Charles Chiodo,Average
USA,Martin Brest,Action,Midnight Run,7.6,Robert De Niro,George Gallo,Hit
USA,Alan Parker,Crime,Mississippi Burning,7.8,Gene Hackman,Chris Gerolmo,Hit
USA,David Zucker,Comedy,The Naked Gun: From the Files of Police Squad!,7.6,Leslie Nielsen,Jerry Zucker,Hit
USA,Newt Arnold,Action,Bloodsport,6.8,Jean-Claude Van Damme,Sheldon Lettich,Average
USA,Mike Nichols,Comedy,Working Girl,6.7,Melanie Griffith,Kevin Wade,Average
USA,Don Bluth,Animation,The Land Before Time,7.4,Pat Hingle,Stu Krieger,Hit
USA,Ivan Reitman,Comedy,Twins,6,Arnold Schwarzenegger,William Davies,Average
USA,Stephen Frears,Drama,Dangerous Liaisons,7.7,Glenn Close,Christopher Hampton,Hit
USA,Philip Kaufman,Drama,The Unbearable Lightness of Being,7.4,Daniel Day-Lewis,Milan Kundera,Hit
USA,Garry Marshall,Comedy,Beaches,6.8,Bette Midler,Iris Rainer,Average
USA,Dwight H. Little,Horror,Halloween 4: The Return of Michael Myers,5.9,Donald Pleasence,Dhani Lipsius,Flop
USA,Christopher Cain,Action,Young Guns,6.8,Emilio Estevez,John Fusco,Average
USA,Walter Hill,Action,Red Heat,6,Arnold Schwarzenegger,Walter Hill,Average
USA,Donald Petrie,Comedy,Mystic Pizza,6.2,Annabeth Gish,Amy Holden Jones,Average
USA,Peter MacDonald,Action,Rambo III,5.7,Sylvester Stallone,David Morrell,Flop
USA,John Waters,Comedy,Hairspray,7,Sonny Bono,John Waters,Hit
USA,Frank Oz,Comedy,Dirty Rotten Scoundrels,7.3,Steve Martin,Dale Launer,Hit
USA,Renny Harlin,Horror,A Nightmare on Elm Street 4: The Dream Master,5.7,Robert Englund,Wes Craven,Flop
USA,RamÃ³n MenÃ©ndez,Drama,Stand and Deliver,7.3,Edward James Olmos,RamÃ³n MenÃ©ndez,Hit
USA,Howard Deutch,Comedy,The Great Outdoors,6.6,Dan Aykroyd,John Hughes,Average
USA,Zalman King,Drama,Two Moon Junction,5,Sherilyn Fenn,Zalman King,Flop
USA,Ron Shelton,Comedy,Bull Durham,7.1,Kevin Costner,Ron Shelton,Hit
USA,Andrew Davis,Action,Above the Law,6,Steven Seagal,Andrew Davis,Average
USA,George Scribner,Animation,Oliver & Company,6.7,Joey Lawrence,Jim Cox,Average
USA,Buddy Van Horn,Action,The Dead Pool,6.3,Clint Eastwood,Harry Julian Fink,Average
USA,James Signorelli,Comedy,Elvira: Mistress of the Dark,6.4,Cassandra Peterson,Sam Egan,Average
USA,Richard Donner,Comedy,Scrooged,7,Bill Murray,Mitch Glazer,Hit
USA,Robert Towne,Crime,Tequila Sunrise,6,Mel Gibson,Robert Towne,Average
USA,Roman Polanski,Crime,Frantic,6.9,Harrison Ford,Roman Polanski,Average
USA,John Carl Buechler,Horror,Friday the 13th Part VII: The New Blood,5.3,Jennifer Banko,Daryl Haney,Flop
USA,Greg Beeman,Comedy,License to Drive,6.3,Corey Haim,Neil Tolkin,Average
USA,Gary Sherman,Horror,Poltergeist III,4.6,Heather O'Rourke,Gary Sherman,Flop
USA,Tommy Lee Wallace,Comedy,Fright Night Part 2,5.9,William Ragsdale,Tom Holland,Flop
USA,Keenen Ivory Wayans,Action,I'm Gonna Git You Sucka,6.6,Keenen Ivory Wayans,Keenen Ivory Wayans,Average
USA,Bud S. Smith,Comedy,Johnny Be Good,4.5,Anthony Michael Hall,Steve Zacharias,Flop
USA,William Lustig,Action,Maniac Cop,6,Tom Atkins,Larry Cohen,Average
USA,Jonathan Demme,Comedy,Married to the Mob,6.1,Michelle Pfeiffer,Barry Strugatz,Average
USA,Dennis Hopper,Action,Colors,6.7,Sean Penn,Michael Schiffer,Average
USA,Sidney Lumet,Crime,Running on Empty,7.7,River Phoenix,Naomi Foner,Hit
USA,Kevin Tenney,Comedy,Night of the Demons,6.3,Cathy Podewell,Joe Augustyn,Average
USA,Stewart Raffill,Adventure,Mac and Me,3.4,Christine Ebersole,Stewart Raffill,Flop
USA,Mick Garris,Comedy,Critters 2,5.3,Scott Grimes,David Twohy,Flop
USA,Richard Benjamin,Comedy,My Stepmother Is an Alien,5.2,Dan Aykroyd,Jerico,Flop
USA,Ken Wiederhorn,Comedy,Return of the Living Dead II,5.8,James Karen,Ken Wiederhorn,Flop
USA,Kenneth Johnson,Comedy,Short Circuit 2,5.6,Fisher Stevens,Brent Maddock,Flop
USA,Michael Apted,Biography,Gorillas in the Mist,7,Sigourney Weaver,Harold T.P. Hayes,Hit
USA,Robert Bierman,Comedy,Vampire's Kiss,5.9,Nicolas Cage,Joseph Minion,Flop
USA,William Richert,Comedy,A Night in the Life of Jimmy Reardon,5.5,River Phoenix,William Richert,Flop
USA,Anthony Hickox,Comedy,Waxwork,6.2,Zach Galligan,Anthony Hickox,Average
USA,Wes Craven,Fantasy,The Serpent and the Rainbow,6.5,Bill Pullman,Wade Davis,Average
USA,John Sayles,Drama,Eight Men Out,7.3,John Cusack,Eliot Asinof,Hit
USA,Frank LaLoggia,Fantasy,Lady in White,6.7,Lukas Haas,Frank LaLoggia,Average
USA,John Hughes,Comedy,She's Having a Baby,5.8,Kevin Bacon,John Hughes,Flop
USA,Don Coscarelli,Action,Phantasm II,6.5,James Le Gros,Don Coscarelli,Average
USA,Peter Hyams,Action,The Presidio,6,Sean Connery,Larry Ferguson,Average
USA,Jim Abrahams,Comedy,Big Business,6.3,Bette Midler,Dori Pierson,Average
USA,George A. Romero,Drama,Monkey Shines,6.2,Jason Beghe,Michael Stewart,Average
USA,George Roy Hill,Comedy,Funny Farm,6.1,Chevy Chase,Jay Cronley,Average
USA,Graham Baker,Action,Alien Nation,6.3,James Caan,Rockne S. O'Bannon,Average
USA,Ernest Thompson,Drama,1969,5.8,Robert Downey Jr.,Ernest Thompson,Flop
USA,Robert Englund,Comedy,976-EVIL,5.1,Stephen Geoffreys,Brian Helgeland,Flop
USA,Craig R. Baxley,Action,Action Jackson,5.2,Carl Weathers,Robert Reneau,Flop
USA,Robert Redford,Comedy,The Milagro Beanfield War,6.9,RubÃ©n Blades,John Nichols,Average
USA,Francis Ford Coppola,Biography,Tucker: The Man and His Dream,6.9,Jeff Bridges,Arnold Schulman,Average
USA,Alan Myerson,Comedy,Police Academy 5: Assignment: Miami Beach,4.4,Bubba Smith,Neal Israel,Flop
USA,Spike Lee,Comedy,School Daze,5.8,Laurence Fishburne,Spike Lee,Flop
USA,Brian Gilbert,Comedy,Vice Versa,5.8,Judge Reinhold,F. Anstey,Flop
USA,Steve De Jarnatt,Action,Miracle Mile,7,Anthony Edwards,Steve De Jarnatt,Hit
USA,Lawrence Kasdan,Drama,The Accidental Tourist,6.8,William Hurt,Anne Tyler,Average
USA,Daniel Petrie,Adventure,Cocoon: The Return,5.3,Don Ameche,David Saperstein,Flop
USA,Kevin Reynolds,War,The Beast of War,7.4,George Dzundza,William Mastrosimone,Hit
USA,Carl Schultz,Drama,The Seventh Sign,5.9,Demi Moore,Clifford Green,Flop
USA,Bob Swaim,Drama,Masquerade,6,Rob Lowe,Dick Wolf,Average
USA,Woody Allen,Drama,Another Woman,7.4,Gena Rowlands,Woody Allen,Hit
USA,Clint Eastwood,Biography,Bird,7.2,Forest Whitaker,Joel Oliansky,Hit
USA,Mike Nichols,Comedy,Biloxi Blues,6.6,Matthew Broderick,Neil Simon,Average
USA,Oliver Stone,Drama,Talk Radio,7.3,Eric Bogosian,Stephen Singular,Hit
USA,GeneviÃ¨ve Robert,Comedy,Casual Sex?,4.9,Lea Thompson,Wendy Goldman,Flop
USA,Allan Arkush,Comedy,Caddyshack II,3.7,Jackie Mason,Brian Doyle-Murray,Flop
USA,Ken Kwapis,Adventure,Vibes,5.5,Cyndi Lauper,Deborah Blum,Flop
USA,Roger Spottiswoode,Action,Shoot to Kill,6.8,Sidney Poitier,Harv Zimmel,Average
USA,John G. Avildsen,Comedy,For Keeps?,5.9,Molly Ringwald,Tim Kazurinsky,Flop
USA,Martin Campbell,Crime,Criminal Law,5.7,Gary Oldman,Mark Kasdan,Flop
USA,Joan Freeman,Comedy,Satisfaction,4.8,Justine Bateman,Charles Purpura,Flop
USA,Costa-Gavras,Drama,Betrayed,6.3,Debra Winger,Joe Eszterhas,Average
USA,Glenn Gordon Caron,Drama,Clean and Sober,6.7,Michael Keaton,Tod Carroll,Average
USA,Annabel Jankel,Mystery,D.O.A.,6.1,Dennis Quaid,Charles Edward Pogue,Average
USA,Michael Winner,Crime,Appointment with Death,6.2,Peter Ustinov,Agatha Christie,Average
USA,Peter Markle,Drama,Bat*21,6.4,Gene Hackman,William C. Anderson,Average
USA,Paul Golding,Horror,Pulse,5.5,Cliff De Young,Paul Golding,Flop
USA,Steven Kampmann,Drama,Stealing Home,6.8,Mark Harmon,Steven Kampmann,Average
USA,Alan Metter,Comedy,Moving,6.1,Richard Pryor,Andy Breckman,Average
USA,Paul Flaherty,Comedy,18 Again!,5.7,Charlie Schlatter,Josh Goldstein,Flop
USA,David Anspaugh,Drama,Fresh Horses,5,Molly Ringwald,Larry Ketron,Flop
USA,Paul Bogart,Comedy,Torch Song Trilogy,7.7,Anne Bancroft,Harvey Fierstein,Hit
USA,Mark Goldblatt,Action,Dead Heat,6,Treat Williams,Terry Black,Average
USA,Jim Wynorski,Comedy,Not of This Earth,4.5,Traci Lords,R.J. Robertson,Flop
USA,Richard Benjamin,Drama,Little Nikita,6,Sidney Poitier,John Hill,Average
USA,David Seltzer,Comedy,Punchline,5.8,Sally Field,David Seltzer,Flop
USA,Ferdinand Fairfax,Action,The Rescue,5.4,Kevin Dillon,Jim Thomas,Flop
USA,Aaron Norris,Action,Braddock: Missing in Action III,4.7,Chuck Norris,Steve Bing,Flop
USA,Randal Kleiser,Adventure,Big Top Pee-wee,4.9,Paul Reubens,Paul Reubens,Flop
USA,Keith Gordon,Drama,The Chocolate War,6.9,John Glover,Robert Cormier,Average
USA,Janet Greek,Drama,Spellbinder,5.8,Tim Daly,Tracy TormÃ©,Flop
USA,Harold Becker,Drama,The Boost,6.1,James Woods,Ben Stein,Average
USA,Paul Mazursky,Comedy,Moon Over Parador,5.9,Richard Dreyfuss,Charles G. Booth,Flop
USA,John R. Cherry III,Comedy,Ernest Saves Christmas,5.6,Jim Varney,Ed Turner,Flop
USA,James B. Harris,Crime,Cop,6.4,James Woods,James Ellroy,Average
USA,Joan Micklin Silver,Comedy,Crossing Delancey,6.9,Amy Irving,Susan Sandler,Average
USA,Robert Mulligan,Drama,Clara's Heart,6.3,Whoopi Goldberg,Joseph Olshan,Average
USA,James Glickenhaus,Action,Shakedown,5.9,Peter Weller,James Glickenhaus,Flop
USA,Michael Ritchie,Comedy,The Couch Trip,5.7,Dan Aykroyd,Ken Kolb,Flop
USA,Marisa Silver,Drama,Permanent Record,6.4,Alan Boyce,Jarre Fees,Average
USA,William Tannen,Action,Hero and the Terror,5.2,Chuck Norris,Michael Blodgett,Flop
USA,Michael Dinner,Comedy,Hot to Trot,4.4,Bobcat Goldthwait,Stephen Neigher,Flop
USA,Taylor Hackford,Drama,Everybody's All-American,6.2,Jessica Lange,Frank Deford,Average
USA,Roger Vadim,Comedy,And God Created Woman,4.3,Rebecca De Mornay,R.J. Stewart,Flop
USA,Leonard Nimoy,Drama,The Good Mother,5.9,Diane Keaton,Michael Bortman,Flop
USA,Blake Edwards,Crime,Sunset,5.7,Bruce Willis,Rod Amateau,Flop
USA,Matthew Chapman,Drama,Heart of Midnight,5.3,Jennifer Jason Leigh,Matthew Chapman,Flop
USA,Daniel Petrie,Drama,Rocket Gibraltar,6.6,Burt Lancaster,Amos Poe,Average
USA,Rowdy Herrington,Crime,Jack's Back,6,James Spader,Rowdy Herrington,Average
USA,Bill Fishman,Comedy,Tapeheads,5.8,John Cusack,Bill Fishman,Flop
USA,Boaz Davidson,Romance,Salsa,4.9,Draco Rosa,Boaz Davidson,Flop
USA,Andrew Fleming,Horror,Bad Dreams,5.6,Jennifer Rubin,Andrew Fleming,Flop
USA,Pat O'Connor,Comedy,Stars and Bars,4.8,Daniel Day-Lewis,William Boyd,Flop
USA,David Beaird,Comedy,It Takes Two,5.7,George Newbern,Richard Christian Matheson,Flop
USA,Bud Yorkin,Comedy,Arthur 2: On the Rocks,4.3,Dudley Moore,Steve Gordon,Flop
USA,Chris Columbus,Comedy,Heartbreak Hotel,5.7,David Keith,Chris Columbus,Flop
USA,Mark Rosenthal,Comedy,The In Crowd,6.3,Jennifer Runyon,Lawrence Konner,Average
USA,Donald P. Bellisario,Action,Last Rites,5.2,Tom Berenger,Donald P. Bellisario,Flop
USA,J. Lee Thompson,Action,Messenger of Death,5.5,Charles Bronson,Rex Burns,Flop
USA,Aaron Norris,War,Platoon Leader,5.4,Tony Pierce,Andrew Deutsch,Flop
USA,Alan Rudolph,Comedy,The Moderns,6.7,Keith Carradine,Alan Rudolph,Average
USA,Ted Kotcheff,Comedy,Switching Channels,5.9,Kathleen Turner,Ben Hecht,Flop
USA,Danny Bilson,Comedy,The Wrong Guys,5,Louie Anderson,Paul De Meo,Flop
USA,Christopher Crowe,Action,Off Limits,6.2,Willem Dafoe,Christopher Crowe,Average
USA,Daniel Goldberg,Comedy,Feds,5.3,Rebecca De Mornay,Len Blum,Flop
USA,Peter Yates,Thriller,The House on Carroll Street,6.2,Kelly McGillis,Walter Bernstein,Average
USA,Robert M. Young,Drama,Dominick and Eugene,7.1,Tom Hulce,Corey Blechman,Hit
USA,Peter Bogdanovich,Comedy,Illegally Yours,4.2,Rob Lowe,Michael Kaplan,Flop
USA,Amin Q. Chaudhri,Drama,Tiger Warsaw,4.7,Patrick Swayze,Roy London,Flop
USA,David Stevens,Crime,Kansas,5.4,Matt Dillon,Spencer Eastman,Flop
USA,Danny Huston,Comedy,Mr. North,5.9,Anthony Edwards,Thornton Wilder,Flop
USA,Camilo Vila,Horror,The Unholy,4.9,Ben Cross,Philip Yordan,Flop
USA,Gary Sinise,Action,Miles from Home,5.7,Richard Gere,Chris Gerolmo,Flop
USA,David Mamet,Comedy,Things Change,7,Don Ameche,David Mamet,Hit
USA,Steve Carver,Action,Bulletproof,5,Gary Busey,T.L. Lankford,Flop
USA,Henry Winkler,Comedy,Memories of Me,5.7,Billy Crystal,Eric Roth,Flop
USA,Robert Greenwald,Comedy,Sweet Hearts Dance,5.7,Don Johnson,Ernest Thompson,Flop
USA,Michael Schroeder,Comedy,Out of the Dark,5.4,Cameron Dye,J. Greg De Felice,Flop
USA,David Beaird,Comedy,Pass the Ammo,6.1,Bill Paxton,Joel Cohen,Average
USA,Peter Weir,Comedy,Dead Poets Society,8,Robin Williams,Tom Schulman,Hit
USA,Tim Burton,Action,Batman,7.6,Michael Keaton,Bob Kane,Hit
USA,Mary Lambert,Horror,Pet Sematary,6.6,Dale Midkiff,Stephen King,Average
USA,Steven Spielberg,Action,Indiana Jones and the Last Crusade,8.3,Harrison Ford,Jeffrey Boam,Hit
USA,Ron Clements,Animation,The Little Mermaid,7.6,Jodi Benson,John Musker,Hit
USA,Andrey Konchalovskiy,Action,Tango & Cash,6.3,Sylvester Stallone,Randy Feldman,Average
USA,Rowdy Herrington,Action,Road House,6.5,Patrick Swayze,R. Lance Hill,Average
USA,Jeremiah S. Chechik,Comedy,National Lampoon's Christmas Vacation,7.6,Chevy Chase,John Hughes,Hit
USA,Stephen Herek,Adventure,Bill & Ted's Excellent Adventure,6.9,Keanu Reeves,Chris Matheson,Average
USA,Phil Alden Robinson,Drama,Field of Dreams,7.5,Kevin Costner,W.P. Kinsella,Hit
USA,Robert Zemeckis,Adventure,Back to the Future Part II,7.8,Michael J. Fox,Robert Zemeckis,Hit
USA,James Cameron,Adventure,The Abyss,7.6,Ed Harris,James Cameron,Hit
USA,John Hughes,Comedy,Uncle Buck,7,John Candy,John Hughes,Hit
USA,Spike Lee,Comedy,Do the Right Thing,7.9,Danny Aiello,Spike Lee,Hit
USA,Ted Kotcheff,Adventure,Weekend at Bernie's,6.4,Andrew McCarthy,Robert Klane,Average
USA,Edward Zwick,Biography,Glory,7.9,Matthew Broderick,Kevin Jarre,Hit
USA,Rob Reiner,Comedy,When Harry Met Sally...,7.6,Billy Crystal,Nora Ephron,Hit
USA,Herbert Ross,Comedy,Steel Magnolias,7.2,Shirley MacLaine,Robert Harling,Hit
USA,Ivan Reitman,Action,Ghostbusters II,6.5,Bill Murray,Dan Aykroyd,Average
USA,Cameron Crowe,Comedy,Say Anything...,7.4,John Cusack,Cameron Crowe,Hit
USA,Amy Heckerling,Comedy,Look Who's Talking,5.8,John Travolta,Amy Heckerling,Flop
USA,George P. Cosmatos,Adventure,Leviathan,5.8,Peter Weller,David Webb Peoples,Flop
USA,Joe Johnston,Adventure,"Honey, I Shrunk the Kids",6.3,Rick Moranis,Stuart Gordon,Average
USA,David S. Ward,Comedy,Major League,7.2,Tom Berenger,David S. Ward,Hit
USA,Oliver Stone,Biography,Born on the Fourth of July,7.2,Tom Cruise,Ron Kovic,Hit
USA,John G. Avildsen,Action,The Karate Kid Part III,5,Ralph Macchio,Robert Mark Kamen,Flop
USA,Joe Dante,Comedy,The 'Burbs,6.9,Tom Hanks,Dana Olsen,Average
USA,Ron Howard,Comedy,Parenthood,7,Steve Martin,Lowell Ganz,Hit
USA,Richard Donner,Action,Lethal Weapon 2,7.2,Mel Gibson,Jeffrey Boam,Hit
USA,Zalman King,Drama,Wild Orchid,4.5,Mickey Rourke,Patricia Louisianna Knop,Flop
USA,Richard Greenberg,Adventure,Little Monsters,6.1,Fred Savage,Terry Rossio,Average
USA,Steven Spielberg,Fantasy,Always,6.4,Richard Dreyfuss,Jerry Belson,Average
USA,Steven Soderbergh,Drama,"Sex, Lies, and Videotape",7.2,James Spader,Steven Soderbergh,Hit
USA,John G. Avildsen,Drama,Lean on Me,7.4,Morgan Freeman,Michael Schiffer,Hit
USA,William Shatner,Action,Star Trek V: The Final Frontier,5.4,William Shatner,Gene Roddenberry,Flop
USA,Bruce Beresford,Drama,Driving Miss Daisy,7.4,Morgan Freeman,Alfred Uhry,Hit
USA,Graeme Clifford,Action,Gleaming the Cube,6.2,Christian Slater,Michael Tolkin,Average
USA,Brian De Palma,Crime,Casualties of War,7.1,Michael J. Fox,Daniel Lang,Hit
USA,Dorian Walker,Comedy,Teen Witch,6.2,Robyn Lively,Robin Menken,Average
USA,Arthur Hiller,Comedy,"See No Evil, Hear No Evil",6.8,Richard Pryor,Earl Barret,Average
USA,Mark DiSalle,Action,Kickboxer,6.4,Jean-Claude Van Damme,Mark DiSalle,Average
USA,Stephen Hopkins,Fantasy,A Nightmare on Elm Street 5: The Dream Child,5.1,Robert Englund,Wes Craven,Flop
USA,Dominique Othenin-Girard,Horror,Halloween 5,5.2,Donald Pleasence,John Carpenter,Flop
USA,Roger Spottiswoode,Comedy,Turner & Hooch,6.1,Tom Hanks,Dennis Shryack,Average
USA,Rob Hedden,Adventure,Friday the 13th Part VIII: Jason Takes Manhattan,4.6,Jensen Daggett,Rob Hedden,Flop
USA,Eddie Murphy,Comedy,Harlem Nights,5.9,Eddie Murphy,Eddie Murphy,Flop
USA,Ridley Scott,Action,Black Rain,6.6,Michael Douglas,Craig Bolotin,Average
USA,Albert Pyun,Action,Cyborg,5,Jean-Claude Van Damme,Albert Pyun,Flop
USA,Michael Ritchie,Comedy,Fletch Lives,6.1,Chevy Chase,Gregory McDonald,Average
USA,Todd Holland,Adventure,The Wizard,6,Fred Savage,David Chisholm,Average
USA,Danny DeVito,Comedy,The War of the Roses,6.8,Michael Douglas,Warren Adler,Average
USA,Jeff Kanew,Adventure,Troop Beverly Hills,5.5,Shelley Long,Ava Ostern Fries,Flop
USA,Harold Becker,Crime,Sea of Love,6.8,Al Pacino,Richard Price,Average
USA,Robert Radler,Action,Best of the Best,6.4,Eric Roberts,Phillip Rhee,Average
USA,Chris Walas,Horror,The Fly II,4.9,Eric Stoltz,Mick Garris,Flop
USA,Kathryn Bigelow,Action,Blue Steel,5.6,Jamie Lee Curtis,Kathryn Bigelow,Flop
USA,Joan Micklin Silver,Comedy,Loverboy,5.9,Patrick Dempsey,Robin Schiff,Flop
USA,Gus Van Sant,Crime,Drugstore Cowboy,7.4,Matt Dillon,James Fogle,Hit
USA,Marc Rocco,Comedy,Dream a Little Dream,5.9,Corey Feldman,Daniel Jay Franklin,Flop
USA,Steve Miner,Action,Warlock,6.2,Julian Sands,David Twohy,Average
USA,John Flynn,Crime,Lock Up,6.4,Sylvester Stallone,Richard Smith,Average
USA,Jim Wheat,Horror,After Midnight,5.6,Jillian McWhirter,Ken Wheat,Flop
USA,Michael Anderson,Drama,Millennium,5.7,Kris Kristofferson,John Varley,Flop
USA,Jay Levey,Comedy,UHF,7,'Weird Al' Yankovic,'Weird Al' Yankovic,Hit
USA,Steve Kloves,Drama,The Fabulous Baker Boys,6.8,Jeff Bridges,Steve Kloves,Average
USA,Woody Allen,Comedy,Crimes and Misdemeanors,8,Martin Landau,Woody Allen,Hit
USA,Jim Jarmusch,Comedy,Mystery Train,7.6,Masatoshi Nagase,Jim Jarmusch,Hit
USA,Jim McBride,Biography,Great Balls of Fire!,6.2,Dennis Quaid,Myra Lewis,Average
USA,Sean S. Cunningham,Action,DeepStar Six,5.2,Greg Evigan,Lewis Abernathy,Flop
